sent_1,sent_2,sim,label,rand_id
"A woman is beating the man that is keeping two eggs in the bowl, useing a wire whisk",A woman is beating two egg in a bowl and using a whisk made of wire,3.2
Two men are not takeing a break from construction,two construction workers are sitting up on the side of a building,3.5
A woman is taping her fingers on a table,A woman is tapping her fingering nervously,4.4
two women are wearing bikini and are walking on the sand,Two women are wearing bikini on the sandy beach,4.3
A woman is beating two eggs in a bowl and useing a whisk made of wire,A person is strongly whisking egg in a bowl,4.6
A man is participating in a bmx race,There is no man in a red uniform makeing a jump in a dirt motorcycle race,2.8
A baby is crawling happily,A baby is cheering another child,2.7
The group of people is sitting in a dimmed room,The group of people is sitting in a room which is dimmed,4.9
A brown dog is running after a black dog on a rough shore,Two dog are playing on a beach,4.1
The equipment in front of the blond dancing daughter is sound,A daughter in white is dancing,2.7
A person is singing and playing a guitar,A son is playing a piano,3.1
three child are running up a grassy hillside,Three child are running down a grassy hillside,4.3
An old woman is shaking hand with a man,An woman that is old is shaking hands with a man,4.9
A woman is useing a pencil for eye and is applying eye liner to her eyelid,A woman is applying cosmetic to her eyelid,4.6
There is no man drawing a photograph,A man is drawing a picture,3.9
A man and two women in a darkened room are sitting at a table with candle,The group of people is not seated in a dim room,3.8
A man in blue jean is standing in front of a group of child beside a stone build house,A woman in blue jean is standing in front of a group of child beside a stone built house,3.5
Two people are siting on a park bench on a sunny day,two people are sitting on a park bench on a rainy day,3.2
A young son in a helmet is riding a bicycle on the road,The little girl is riding a bicycle in a race,3.0
A cold cyclist is celebrating,A cyclist is holding a bicycle over his head in a group of people,3.1
The son is riding a motorcycle on the top of a metal wall,The riders are fencing in a boy's metal motorcycle,2.6
The woman is puting away a flute,A woman is playing flute,3.7
Five child are standing in a wooden hut,Five kid are standing close together and one kid has a gun,2.7
A man is playing the guitar,A woman is puting on lipstick,1.0
A man with tattoo is lounging on a sofa and holding a pencil,There is no man siting on a chair and rubbing his eyes,1.6
The girl is spraying the plants with water,The daughter is watering the plants,4.6
A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is siting on the knee of a male cheerleader,3.58
Two boys on a sofa are reading a book,two boys on a couch are playing video game,3.0
A man with tattoo is lounging on a couch and holding a pencil,A man with tattoo is lounging on a couch and is looking for a pencil,2.9
A daughter is cutting butter into two piece,Some bean_curd is being sliced by one woman,2.2
There are no people flipping the tire of a tractor,Two men are competeing in a tire rolling race,2.4
The girl is trot on the horse,A girl is riding a horse,4.4
two white dog are running together,two black puppy are playing near a pool,1.6
Someone is stiring a pot of chili with a spoon,Someone is not stiring chili in a kettle,3.7
There is no man in a red uniform making a jump in a dirt motorcycle race,A man in a red uniform is making a jump in a dirt bicycle race,3.4
Some women are seated together near weave walls,three women are sitting in a village,3.4
Some instrument are being played by a band,A man is playing an electronic keyboard,3.0
three women are resting in a village,Three women are siting in a village,4.5
A man is severing the toe of an empty leather boot with a sword,A man is cuting a boot with a sword,4.2
The child are not wearing black tights and are not hoping,two kid are bouncing on colorful balls,2.6
A young son is diving into a still lake,A young son is jumping into a still lake,5.0
Two sumo ringers are not fighting,two sumo ringers are fighting,4.1
Three boys in karate costume aren't fighting,three boys in karate costume are fighting,3.3
A little son is playing a guitar,A young boy is playing a guitar,4.6
two dogs are playing inside,Two brown and white dog are fighting on a grassy area in front of a tree,2.8
The woman is wearing a blue helmet and is riding a bicycle in a parking lot,The cyclist is riding on a city street,2.615
"two toddler are sleeping in a wagon, which is truly small","Two toddler are eating corndogs in a wagon, which is very small",3.4
There is no young man with brown hair and sunglass sitting in front of some cans of soda,The man with brown hair is wearing sunglass and is sitting at a table with cans of soda and other drink,2.8
A little girl is peddling a scooter,A small tree is being eat by a child elephant,1.0
A small group of people are standing and two are sitting on the sofa,A small group of people are standing and two are seated on the sofa,4.8
two men and a daughter in behind of a wood panel wall are posing with funny faces,two men and a daughter in front of a wood panel wall are posing with amusing face,3.9
A person is boiling noodle,There is no person boiling noodles,3.8
A person wearing denim is seated happily on the top of a horse saddle,A woman in denim is sitting on the saddle of a horse,4.2
The bicycle is being ridden by a daughter in a strange outfit,A woman is wearing paint and costume pieces and is riding a motorcycle on a busy street,3.7
A dog is jumping high into the air in the country,No dog is jumping in the shade of some tree,3.3
