sent_1	sent_2	sim
Diez mujeres murieron y más de 60 fueron hospitalizadas en India tras una operación de esterilización como parte de una campaña del gobierno para controlar la natalidad en este país de casi 1.250 millones de habitantes.	Al menos 11 mujeres han muerto y más de 60 permanecen hospitalizadas, 14 en estado crítico, tras someterse a una cirugía de trompas, en el marco de una campaña de esterilización voluntaria en el estado de Chhattisgarh, en el centro de India.	3
Los familiares quieren solicitar la colaboración de estados Unidos en la búsqueda de sus hijos desaparecidos.	Los familiares aseguraron que, mientras no haya pruebas, seguirán exigiendo la búsqueda de sus hijos vivos, y que solo confiarán en los datos que les proporcionen los peritos argentinos.	2.2
El ex líder soviético Mijail Gorbachov, uno de los grandes responsables de la apertura del Telón de Acero, quiere interceder a favor del presidente ruso, Vladimir Putin, en su encuentro con la canciller alemana, Angela Merkel, con motivo del 25 aniversario de la caída del Muro de Berlín.	El ex presidente de la Unión Soviética Mijaíl Gorbachov, ha afirmado este jueves que defenderá a Rusia y a su presidente, Vladímir Putin, durante su visita a Alemania con motivo de los actos conmemorativos del 25 aniversario de la caída del Muro de Berlín, que se cumple el próximo domingo, sEn las conversaciones con personalidades y dirigentes políticos tendré una postura firme de defensa de Rusia y, por tanto, de su presidente, Vladímir Putins, ha dicho Gorbachov en declaraciones a la agencia Interfax.	2.2
Centenares de banderas palestinas, y sobre todo del movimiento Al Fatah que lideró, así como de Suecia –que ha reconocido un Estado palestino- eran ondeadas por los asistentes.	También se han podido ver banderas de Suecia, país que ha reconocido a Palestina como estado.	2.6
La Organización Mundial de la Salud ha actualizado este miércoles su balance de víctimas por el brote de ébola en África Occidental y ha rebajado a 4.818 el número de fallecidos, después de descontar 440 muertos como víctimas del virus en Sierra Leona.	La Organización Mundial de la Salud reportó la víspera que cuatro mil 818 personas han muerto por el ébola en África Occidental y que el número de casos seguía aumentando en Sierra Leona, aunque se está estabilizando en Guinea y disminuyendo en Liberia.	3
Si es aprobada por el Senado, Lynch sería la segunda mujer en ser la fiscal general del país y la primera mujer afroamericana en el cargo.	De ser confirmada por el Senado, Lynch se convertiría en la primera mujer negra en el cargo y seguiría al primer secretario de Justicia de la nación de raza negra.	3.6
Así lo asegura la web TMZ, citando fuentes cercanas a la familia del fallecido, que revela que el actor sufría demencia con cuerpos de Lewy.	La noticia, fue confirmada por fuentes cercanas a la familia, según lo señaló el portal TMZ.	3
En la misma línea, el experto dijo que le consta que se han denunciado smuchas máss de las 183 violaciones a los derechos humanos y 166 casos de malos tratos oficialmente registrados, s¿es así?,s¿cuántass?	El Relator pidió precisar el número de personas que han denunciado ser víctimas de violaciones a derechos humanos, y cuántas de éstas han sido investigadas.	2.2
El Gobierno estadounidense, que ha facilitado el regreso al país de ambos ciudadanos, aplaudió en la nota la decisión de liberarlos por parte de Pyongyang y agradece a sus aliados internacionales sespecialmente al Gobierno de Suecia, por sus incansables esfuerzos para ayudar a asegurar su liberacións, añadió a su vez Efe.	En un breve comunicado de su portavoz, Ban mostró su alivio por el regreso de los dos hombres a sus hogares y alabó sel trabajo de los socios internacionales para ayudar a asegurar su liberacións, indicó a su vez Efe.	2.4
Mark Zuckerberg, el CEO de la compañía, se encargó de responder las preguntas de los propios usuarios de Facebook a través de una sesión de sPreguntas & Respuestass.	A finales de octubre el área de comunicación convocó a todos los usuarios de la red a participar en una sesión de preguntas y respuestas con el fundador de Facebook.	2.6
El Ejército ucraniano se prepara para acciones militares en el este del país por parte de las milicias prorrusas, para lo que ha procedido a reagrupar sus fuerzas en la zona, anunció hoy el ministro de Defensa de Ucrania, Stepán Poltorak.	El Ejército de Ucrania se prepara para posibles acciones militares en el este del país por parte de las milicias prorrusas, después de que la OTAN haya denunciado este miércoles la presencia de los convoyes militares y militares de Rusia en el este de Ucrania.	2.8
Una marcha de docentes y estudiantes en Chilpancingo, capital de Guerrero, terminó con la sede del oficialista PRI incendiada.	La tensa marcha de maestros y estudiantes en Chilpancingo, capital de Guerrero, a 275 kms. de Ciudad de México, por la muerte de 43 estudiantes.	2.4
La presidenta de Chile, Michelle Bachelet, visitará China la próxima semana con motivo de la cumbre del foro de Cooperación Económica Asia-Pacífico y realizará una visita de trabajo bilateral, informaron hoy fuentes oficiales.	La presidenta de Chile, Michelle Bachelet, buscó durante su primer día de visita en China incrementar su cooperación económica con Rusia y los países de la Unión Aduanera en una reunión con su homólogo ruso, Vladímir Putin, al margen de la cumbre de empresarios del foro APEC celebrada hoy en Pekín.	2.4
Loretta Lynch apenas celebra ruedas de prensa, concede entrevistas o da discursos en su puesto actual como fiscal federal en Brooklyn.	Lynch, que creció en Greensboro, Carolina del Norte, comenzó su carrera como fiscal federal en 1990.	1.6
Las autoridades sanitarias de Malí han confirmado dos nuevas muertes por el virus en sus fronteras.	Mali registró dos nuevas muertes por ébola no relacionadas con el primer caso documentado en el país, indicaron las autoridades del estado de África occidental.	2.4
La arqueóloga explicó que la tumba pertenecía a un hombre que murió en los años de Alejandro el Magno.	En el pasado, arqueólogos dijeron que la tumba posiblemente pertenecía a un macedonio importante y que el lugar había sido saqueado.	1.8
Los bomberos de Nueva York lograron rescatar a dos trabajadores que limpiaban cristales en la nueva torre del World Trade Center y que se habían quedado colgados hoy en el piso 69, al desprenderse parte del cableado de su andamio.	Equipos de rescate de los bomberos de Nueva York acudieron esta tarde a la nueva Torre del World Trade Center en el centro financiero de Manhattan, donde un andamio de los que sirven para limpiar los vidrios exteriores del edificio quedó colgando en el piso 68 de manera peligrosa.	3
El Equipo Argentino de Antropología Forense informó que los restos óseos analizados hasta el momento no corresponden a ninguno de los 43 estudiantes mexicanos desaparecidos en Iguala.	El Equipo Argentino de Antropología Forense , que realiza un peritaje independiente en las pesquisas sobre la desaparición de 43 estudiantes en México, informó hoy que hasta ahora no hay correspondencia entre los restos humanos analizados y los jóvenes.	3.6
La doctora Wieslawa Cyz, responsable de certificar el fallecimiento de Janina Kolkiewicz, aseguró que estaba “totalmente convencida” de que la mujer había muerto.	“No había pulso, no había señales de respiración ni tampoco ritmo cardíaco”, dijo al diario local “Dziennik Wschodni”, según reproduce la agencia EFE.	2.2
sLa raíz del problema ha sido la falta de concentración, atención y recursos, lo que crea la sensación generalizada de que la carrera nuclear ofrece escasas oportunidades de desarrollo y avances.	También subrayó la necesidad de “incrementar” el “personal nuclear” y hacer frente “a la sensación generalizada de que una carrera en el programa nuclear ofrece pocas oportunidades para crecer y progresar”, al comentar la “baja moral” existente entre los integrantes del programa.	2
Igual de risueño, Amr paseaba con orgullo por la Mukata, a los pies del mausoleo, una bandera de Suecia, que destacaba entre los cientos de blasones de Al Fatah, escudos de la Organización para la Liberación de Palestina y enseñas nacionales palestinas.	sNos han privado de este aniversario, pero la historia no perdonará a los que frenan el plan de Abu Amar para la liberación de Palestinas.	0.8
El papa siempre ha mostrado una gran atención por estas personas que duermen bajo las columnas de San Pedro y en los alrededores, y manda a Krajewski a que les de dinero y artículos de primera necesidad como comida y mantas.	El papa autorizó la construcción de las tres duchas en el interior de los baños que normalmente usan los peregrinos.	1.6
Obama, que se topa con el escepticismo y la negación total del cambio climático en el Congreso estadounidense, se ha fijado como meta que Estados Unidos reduzca sus emisiones entre un 26% y un 28% para 2025, en comparación con los niveles de 2005.	Por su parte, Estados Unidos reducirá sus emisiones para 2025 entre un 26 y un 28 por ciento con respecto a los niveles de 2005, lo que supone el doble del recorte previsto entre 2005 y 2020.	1.8
Las visitas de los fieles judíos al sitio — conocido por los judíos como Monte del Templo y por los musulmanes como Explanada de las Mezquitas — han generado preocupación entre los musulmanes sobre que Israel pueda estar intentando hacerse con el control del lugar en secreto.	Bajo un arreglo, Jordania tiene derechos de custodia sobre sitios sagrados musulmanes en Jerusalén, incluyendo el complejo conocido por los judíos como el Monte del Templo y por los musulmanes como el Noble Santuario.	1.4
La detención estuvo a cargo de un fiscal de la Dirección Especializada de Fiscalía contra el Crimen Organizado de Colombia con el apoyo de la Policía y la DEA .	Miller, de 24 años, fue condenado a seis años por la Corte Suprema de Corea del Norte después de ser detenido por supuestamente romper su visa y pedir asilo.	0.6
La policía de Gales del Sur, irrumpió en la habitación de un hotel cuando Matthew Williams le estaba comiendo la cara a una mujer .	El caso ocurrió en el antiguo Hotel Sirhowy hacia las 01.23 GMT, desde donde la Policía fue informada de que un hombre identificado como Matthew Williams estaba atacando a una mujer, según esa fuerza de seguridad.	1.8
